商品コード,商品名,規格
4240M38022,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38022
4240M38025,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38025
4240M38028,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38028
4240M38032,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38032
4240M38035,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38035
4240M38038,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38038
4240M38042,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38042
4240M38045,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38045
4240M38048,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38048
4240M38051,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38051
4240M38054,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38054
4240M38057,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38057
4240M38060,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38060
4240M38064,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38064
4240M38067,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38067
4240M38073,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38073
4240M38076,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38076
4240M38080,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38080
4240M38083,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38083
4240M38090,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38090
4240M38092,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38092
4240M38098,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38098
4240M38102,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38102
4240M38105,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38105
4240M38109,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38109
4240M38115,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38115
4240M38127,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38127
4240M38130,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38130
4240M38140,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38140
4240M38165,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M38165
4240M50010,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50010
4240M50013,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50013
4240M50016,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50016
4240M50019,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50019
4240M50022,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50022
4240M50025,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50025
4240M50028,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50028
4240M50032,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50032
4240M50035,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50035
4240M50038,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50038
4240M50042,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50042
4240M50045,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50045
4240M50048,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50048
4240M50051,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50051
4240M50054,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50054
4240M50057,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50057
4240M50060,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50060
4240M50064,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50064
4240M50067,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50067
4240M50073,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50073
4240M50076,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50076
4240M50080,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50080
4240M50083,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50083
4240M50090,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50090
4240M50092,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50092
4240M50098,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50098
4240M50102,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50102
4240M50105,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50105
4240M50109,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50109
4240M50115,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50115
4240M50127,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50127
4240M50130,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50130
4240M50140,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50140
4240M50165,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M50165
4240M63019,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63019
4240M63022,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63022
4240M63025,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63025
4240M63028,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63028
4240M63032,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63032
4240M63035,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63035
4240M63038,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63038
4240M63042,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63042
4240M63045,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63045
4240M63048,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63048
4240M63051,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63051
4240M63054,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63054
4240M63057,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63057
4240M63060,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63060
4240M63064,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63064
4240M63067,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63067
4240M63073,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63073
4240M63076,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63076
4240M63080,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63080
4240M63083,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63083
4240M63090,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63090
4240M63092,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63092
4240M63098,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63098
4240M63115,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63115
4240M63140,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63140
4240M63165,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M63165
424M75019S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75019S
424M75022S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75022S
424M75025S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75025S
424M75028S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75028S
424M75032S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75032S
424M75035S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75035S
424M75038S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75038S
424M75042S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75042S
424M75045S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75045S
424M75048S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75048S
424M75051S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75051S
424M75054S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75054S
424M75057S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75057S
424M75060S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75060S
424M75064S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75064S
424M75067S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75067S
424M75076S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75076S
424M75090S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75090S
424M75102S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75102S
424M75115S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75115S
424M75140S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75140S
424M75165S,ｴｱﾛﾌﾚｯｸｽﾁｭｰﾌﾞ,M75165S
4250000010,K-FLEX　副資材,
4250010000,ｴｱﾛﾌﾚｯｸｽ副資材,
4250010001,ｴｱﾛﾎﾞﾝﾄﾞ(ﾁｭｰﾌﾞ),180ml
4250010002,ｴｱﾛﾎﾞﾝﾄﾞ(缶),500ml(ﾊｹ付)
4250010003,ｴｱﾛﾎﾞﾝﾄﾞ(缶),1000ml(ﾊｹ付)
4250010004,ｴｱﾛﾎﾞﾝﾄﾞ(缶),15㎏
4250010005,M-87N F★★★★(ﾌｫｽﾀｰ用ﾎﾞﾝﾄﾞ),500ml(ﾊｹ付)
4250010006,M-87N F★★★★(ﾌｫｽﾀｰ用ﾎﾞﾝﾄﾞ),1000ml(ﾊｹ付)
4250010007,ﾌﾟﾛﾃｰﾌﾟ(EPDMｺﾞﾑ目的粘着ﾃｰﾌﾟ),PT062525 巾25㎜X長25
4250010008,ﾌﾟﾛﾃｰﾌﾟ(EPDMｺﾞﾑ目的粘着ﾃｰﾌﾟ),PT065025 巾50㎜X長25
4250010009,ｻﾎﾟｰﾄ材 ｴｱﾛｻﾎﾟｰﾄR(小),8㎜厚X200㎜X200㎜
4250010010,ｻﾎﾟｰﾄ材 ｴｱﾛｻﾎﾟｰﾄR(大),8㎜厚X400㎜X200㎜
4250010011,ｴｱﾛﾊﾟｳﾀﾞｰ,
4250010012,ｻﾎﾟｰﾄ材 ｴｱﾛｻﾎﾟｰﾄR,8㎜厚X200㎜X100㎜
4250010013,ｻﾎﾟｰﾄ材 ｴｱﾛｻﾎﾟｰﾄR,8㎜厚X400㎜X100㎜
4250111010,接着剤819K(黒色),1kg/缶
4250111015,接着剤1ﾘｯﾄﾙ/缶,AD82001
4250112030,ST断熱テープ,基材付 3mmX50mmX10M
4250112050,ST断熱テープ,基材無 3mmX50mmX10M
4250112060,Jeison 断熱テープ,基材無 3mmX50mmX10M
4250121010,ﾊﾟｲﾌﾟｻﾎﾟｰﾄ　SSP,7tX200X200
4250121015,ﾊﾟｲﾌﾟｻﾎﾟｰﾄ　ASP-20,8tX200X200
425T032510,ｴｱﾛﾃｰﾌﾟ(ｴｱﾛﾌﾚｯｸｽ断熱粘着ﾃｰﾌﾟ)TPAR0325100,厚3㎜X巾25㎜X長10M
425T035010,ｴｱﾛﾃｰﾌﾟ(ｴｱﾛﾌﾚｯｸｽ断熱粘着ﾃｰﾌﾟ)TPAR0350100,厚3㎜X巾50㎜X長10M
425T035015,ｴｱﾛﾃｰﾌﾟ(ｴｱﾛﾌﾚｯｸｽ断熱粘着ﾃｰﾌﾟ)TPAR0350150,厚3㎜X 巾50㎜X長15M
425T037510,ｴｱﾛﾃｰﾌﾟ(ｴｱﾛﾌﾚｯｸｽ断熱粘着ﾃｰﾌﾟ)TPAR0375100,厚3㎜X巾75㎜X長10M
425T065075,ｴｱﾛﾃｰﾌﾟ(ｴｱﾛﾌﾚｯｸｽ断熱粘着ﾃｰﾌﾟ)TPAR0650075,厚6㎜X巾50㎜X長7.5M
4260010000,ｴｱﾛﾌﾚｯｸｽｼｰﾄ,
4260010010,K-FLEX  STｼｰﾄ,
4260020010,K-FLEX  ALUｼｰﾄ,
4260030010,K-FLEX  ｸｲｯｸﾁｭｰﾌﾞ,
42600MS103,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-03
42600MS106,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-06
42600MS110,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-10
42600MS113,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-13
42600MS116,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-16
42600MS120,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-20
42600MS125,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-25
42600MS132,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-32
42600MS138,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-38
42600MS150,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾0.5m,MS1-50
42600MS203,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-03
42600MS206,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-06
42600MS210,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-10
42600MS213,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-13
42600MS216,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-16
42600MS220,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-20
42600MS225,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-25
42600MS232,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-32
42600MS238,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-38
42600MS250,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(粘着なし)巾1m,MS2-50
4260MS103N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-03NSA
4260MS106N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-06NSA
4260MS110N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-10NSA
4260MS113N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-13NSA
4260MS116N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-16NSA
4260MS120N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-20NSA
4260MS125N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-25NSA
4260MS132N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-32NSA
4260MS138N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-38NSA
4260MS150N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾0.5m,MS1-50NSA
4260MS203N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-03NSA
4260MS206N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-06NSA
4260MS210N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-10NSA
4260MS213N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-13NSA
4260MS216N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-16NSA
4260MS220N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-20NSA
4260MS225N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-25NSA
4260MS232N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-32NSA
4260MS238N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-38NSA
4260MS250N,ｴｱﾛﾌﾚｯｸｽｼｰﾄ(片面粘着付)巾1.0m,MS2-50NSA
4630000000,塩ビ配管材,
4631000100,塩ビ　パイプ,
4631000300,塩ビ　継手,
4640000000,空調用部材,
4640001000,1/2　感温筒,12.7X100L
4640010160,空調用液管向け保温材160型,MB-G10-LJ160
4640010700,空調用液管向け保温材700型,MB-G10-LJ700
4640011350,空調用液管向け保温材1350型,MB-G10-LJ1350
4640020160,空調用ガス管向け保温材160型,MB-G10-GJ160
4640020700,空調用ガス管向け保温材700型,MB-G10-GJ700
4640021350,空調用ガス管向け保温材1350型,MB-G10-GJ1350
4650000000,テ－プ,
4650010010,日東電工　粘着テープ,0.2X25X20M　ｷｲﾛ
4650010090,日東電工　粘着テ－プ,19X10M  ｱｲﾎﾞﾘ-
4650010100,日東電工　粘着テ－プ,25X20M  ｼﾛ
4650010110,日東電工　粘着テ－プ,0.2X25X20M  ｱｲﾎﾞﾘ-
4650110010,粘着テープ,ｼﾛ 25ﾐﾘ
4650110020,粘着テープ,ｼﾛ 50ﾐﾘ
4650110030,粘着テープ,ｱｲﾎﾞﾘｰ 25ﾐﾘ
4650110040,粘着テープ,ｱｲﾎﾞﾘｰ 50ﾐﾘ
4650110050,粘着テープ,ｸﾞﾚｰ 50ﾐﾘ
4650110060,粘着テープ,ｸﾞﾚｰ 25ﾐﾘ
4650110070,粘着テープ,黒 50ﾐﾘ
4650110080,粘着テープ,黒 19ﾐﾘX20M
4650111015,接着剤1ﾘｯﾄﾙ/缶,AD82001
4650120010,マイティテ－プ,ｼﾛ 19ﾐﾘ
4650120020,マイティテ－プ,ｸﾞﾚ- 19ﾐﾘ
4650120030,断熱テープ,DNT-50
4650130005,粘着アーマテープ,AT05109M(50mm)
4650130010,粘着アーマテープ,AT75109M(75mm)
4660000000,電線,
4660000010,ＶＶＦ,1.6x3Cx100M
4660000020,電線　ＶＣＴＦ,0.5x2Cx100M
4660000030,電線　ＶＣＴＦ,0.75x2Cx100M
4660000040,電線　ＶＣＴＦ,1.25x2Cx100M
4660000050,電線　ＶＣＴＦ,1.25x4Cx100M
4660000060,電線　ＩＶ,
4660000100,電線　ＶＶＦ,2CX1.6㎜X100m
4660000110,電線　ＶＶＦ,2CX2.0㎜X100m
4660000120,電線　ＶＶＦ,2CX2.6㎜X100m
4660000130,電線　ＶＶＦ,3CX1.6㎜X100m
4660000140,電線　ＶＶＦ,3CX2.0㎜X100m
4660000150,電線　ＶＶＦ,3CX2.6㎜X100m
4660000160,電線　ＶＶＦ,4CX1.6㎜X100m
4660000170,電線　ＶＶＦ,4CX2.0㎜X100m
4660000200,電線　ＶＶＦ(黒白緑),3CX2.0㎜X100m
4670000000,ＵＦキャップ,
4680000000,ＰＥキャップ,
4690000010,ドライヤー,
4690000020,アキュムレーター,
4720000000,配管ダクト,
5000000000,部材,
5000020000,トウペ塗料,
5000020001,冷媒ｶﾞｽ(国内品),R410A 10㎏入(箱)
5000020002,冷媒ｶﾞｽ(国内品),R410A 20㎏入(ﾎﾞﾝﾍﾞ)
5000020003,冷媒ｶﾞｽ(国内品),R404A 10㎏入(箱)
5000020004,冷媒ｶﾞｽ(国内品),R404A 20㎏入(ﾎﾞﾝﾍﾞ)
5000020005,冷媒ｶﾞｽ(国内品),R32A　 9㎏入
5000020006,冷媒ｶﾞｽ(国内品),R32A　 18㎏入
5000020010,冷媒ｶﾞｽ(海外品),SARE R410A NRC 10㎏入
5000020011,冷媒ｶﾞｽ(海外品),SARE R404A NRC 10㎏入
5000020050,冷媒ｶﾞｽ(代表ｺｰﾄﾞ),
5000022000,ブライン不凍液,
5000030000,医療用部材,
5000030010,並列固定金具,　 ﾚﾝ
5000030012,並列固定金具,　2ﾚﾝ
5000030013,並列固定金具,　3ﾚﾝ
5000030014,並列固定金具,　4ﾚﾝ
5000030015,並列固定金具,　5ﾚﾝ
5000030016,並列固定金具,　6ﾚﾝ
5000030017,並列固定金具,　7ﾚﾝ
5000030018,並列固定金具,　8ﾚﾝ
5000030050,白全ネジ(ユニクロ),3/8x2000
5000030055,白ナット,3/8
5000030072,Ａアンカー ｼｮｰﾄﾀｲﾌﾟ,GT-3030
5000030108,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-8　(9.52)
5000030110,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-10　(12.7)
5000030112,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-15　(15.88)
5000030114,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-19　(19.05)
5000030116,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-20　(22.22)
5000030118,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-25　(28.58)
5000030120,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-32　(34.92)
5000030122,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-40　(41.28)
5000030124,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-50　(53.98)
5000030126,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-65　(66.68)
5000030128,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-80　(79.38)
5000030130,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-100　(104.78)
5000030132,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-125　(130.18)
5000030134,ﾃﾞｯﾌﾟUﾎﾞﾙﾄ(Cu),Cu-150　(155.58)
5000030208,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-8　(9.52)
5000030210,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-10　(12.7)
5000030212,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-15　(15.88)
5000030214,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-19　(19.05)
5000030216,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-20　(22.22)
5000030218,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-25　(28.58)
5000030220,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-32　(34.92)
5000030222,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-40　(41.28)
5000030224,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-50　(53.98)
5000030226,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-65　(66.68)
5000030228,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-80　(79.38)
5000030230,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-100　(104.78)
5000030232,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-125　(130.18)
5000030234,ﾃﾞｯﾌﾟ吊ﾊﾞﾝﾄﾞ(Cu)ﾀﾝ付,Cu-150　(155.58)
5000050000,レミディフィルム,
5000050010,ＬＥＤワークライト,ＫＨ－８６０１
5000050020,ＬＥＤワークライト,ＫＨ－Ｂ２
5000050030,砥石,
5000060000,タブチ　工具専用品,
5000060300,タブチ　工具フルセット,FOTG
5000101000,RGﾌﾟﾚｽ工具（ﾚﾝﾀﾙ用）,一式（日割り）
5000101002,RGﾌﾟﾚｽ工具（ﾚﾝﾀﾙ用）,一式
5000110000,銅管付ﾌﾚｷ(ﾌﾚｷ部●●●L),銅管φ●●　●●L
5000110010,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ12.7 　200L
5000110015,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ15.88　200L
5000110016,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ19.05　200L
5000110020,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ22.22　200L
5000110025,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ28.58　200L
5000110032,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ34.92　200L
5000110033,銅管付ﾌﾚｷ(ﾌﾚｷ部1000L),銅管φ34.92　200L
5000110040,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ41.28　200L
5000110050,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ53.98　200L
5000110065,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ66.68　200L
5000110080,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ79.38　200L
5000110091,銅管付ﾌﾚｷ(ﾌﾚｷ部500L),銅管φ104.78 200L
5000110110,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ12.7 　200L
5000110115,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ15.88 　200L
5000110116,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ19.05 　200L
5000110120,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ22.22 　200L
5000110125,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ28.58 　200L
5000110132,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ34.92 　200L
5000110140,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ41.28 　200L
5000110150,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ53.98 　200L
5000110165,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ66.68　200L
5000110180,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ79.38　200L
5000110191,銅管付ﾌﾚｷ(ﾌﾚｷ部750L),銅管φ104.78 200L
